UnitID,BloodGroupID,Quantity,ExpiryDate,LocationID,DonationID,Status
181,1,500,2023-10-04,6,181,Reserved
182,8,304,2023-08-31,2,182,Reserved
183,3,382,2025-03-19,9,183,Available
184,1,453,2025-07-07,2,184,Available
185,3,490,2024-04-19,9,185,Expired
186,2,341,2024-05-31,5,186,Reserved
187,1,304,2024-01-03,4,187,Expired
188,3,382,2024-03-13,2,188,Available
189,8,476,2023-05-07,7,189,Available
190,4,475,2024-01-06,1,190,Reserved
191,2,384,2024-04-22,8,191,Available
192,8,483,2023-03-15,6,192,Expired
193,1,475,2024-05-31,1,193,Available
194,3,411,2024-03-07,6,194,Expired
195,8,320,2023-12-12,2,195,Available
196,3,359,2025-11-27,9,196,Available
197,5,345,2024-12-06,2,197,Expired
198,4,429,2025-11-24,4,198,Reserved
199,8,335,2025-12-09,2,199,Expired
200,3,387,2023-01-24,6,200,Available
201,3,308,2023-01-24,7,201,Expired
202,3,440,2023-02-12,6,202,Expired
203,8,380,2023-09-20,4,203,Available
204,6,467,2023-12-30,4,204,Available
205,3,336,2023-09-17,5,205,Expired
206,1,382,2023-11-04,7,206,Reserved
207,3,316,2024-12-29,7,207,Reserved
208,7,449,2024-11-15,7,208,Expired
209,4,436,2025-06-11,3,209,Expired
210,6,400,2024-08-30,5,210,Available
211,8,416,2024-05-12,5,211,Reserved
212,3,464,2023-03-28,3,212,Available
213,8,491,2025-01-23,7,213,Reserved
214,5,312,2024-02-03,1,214,Available
215,2,436,2023-02-20,4,215,Expired
216,1,487,2024-03-02,10,216,Reserved
217,4,437,2023-06-01,7,217,Reserved
218,5,407,2024-05-29,1,218,Available
219,8,422,2024-02-27,9,219,Reserved
220,8,439,2025-05-12,9,220,Reserved
221,8,474,2024-05-23,5,221,Expired
222,8,470,2025-10-14,3,222,Expired
223,1,491,2024-09-04,7,223,Reserved
224,8,379,2023-12-02,4,224,Available
225,2,424,2025-06-05,5,225,Reserved
226,4,339,2024-02-19,2,226,Reserved
227,1,322,2024-10-24,5,227,Available
228,1,472,2024-03-07,4,228,Reserved
229,3,491,2024-10-14,5,229,Expired
230,6,446,2024-10-06,10,230,Expired
231,2,373,2025-09-22,10,231,Available
232,4,351,2024-12-21,7,232,Reserved
233,1,440,2023-04-07,8,233,Expired
234,5,369,2024-10-15,7,234,Expired
235,6,357,2024-04-21,7,235,Reserved
236,5,344,2025-08-08,10,236,Available
237,3,488,2023-07-18,7,237,Reserved
238,8,328,2025-07-05,9,238,Available
239,2,439,2023-02-19,1,239,Reserved
240,5,492,2023-11-28,3,240,Available
241,3,415,2024-05-10,3,241,Expired
242,8,331,2025-12-01,3,242,Expired
243,4,441,2023-10-19,1,243,Reserved
244,1,479,2025-08-21,6,244,Expired
245,5,438,2025-07-15,8,245,Reserved
246,4,429,2025-12-01,1,246,Available
247,4,389,2023-08-04,8,247,Available
248,3,439,2024-11-09,2,248,Available
249,5,444,2025-12-19,8,249,Available
250,7,479,2024-03-04,10,250,Available
251,5,452,2023-05-21,3,251,Available
252,5,426,2025-05-21,6,252,Available
253,8,316,2025-02-03,5,253,Expired
254,4,495,2025-06-03,8,254,Available
255,2,364,2024-07-18,3,255,Expired
256,1,487,2025-01-18,3,256,Expired
257,3,417,2023-03-05,6,257,Expired
258,6,475,2023-08-21,4,258,Expired
259,8,473,2023-10-15,7,259,Expired
260,4,398,2023-10-11,5,260,Available
261,2,301,2023-04-02,5,261,Expired
262,1,421,2025-05-11,10,262,Expired
263,7,474,2023-02-16,10,263,Reserved
264,7,391,2025-10-07,2,264,Reserved
265,4,314,2023-12-16,6,265,Reserved
266,1,429,2024-03-06,6,266,Available
267,1,301,2024-01-26,10,267,Reserved
268,4,424,2024-07-30,4,268,Available
269,7,359,2025-08-24,3,269,Available
270,8,360,2025-12-02,10,270,Reserved
271,3,375,2025-06-19,4,271,Available
272,1,452,2025-10-11,5,272,Available
273,6,497,2023-02-19,10,273,Reserved
274,3,357,2024-12-07,10,274,Available
275,6,476,2025-04-28,9,275,Expired
276,8,311,2025-04-21,2,276,Reserved
277,3,481,2024-12-25,7,277,Available
278,1,311,2025-07-23,7,278,Available
279,6,458,2025-07-08,1,279,Available
280,5,425,2023-05-11,10,280,Expired
281,8,355,2025-08-05,4,281,Available
282,1,417,2024-10-23,9,282,Reserved
283,7,387,2023-02-20,2,283,Reserved
284,1,312,2023-11-13,4,284,Available
285,2,473,2024-10-19,2,285,Expired
286,8,397,2025-07-11,8,286,Reserved
287,3,377,2023-06-02,8,287,Available
288,2,444,2024-01-02,10,288,Reserved
289,6,453,2025-05-04,3,289,Reserved
290,6,415,2023-10-08,4,290,Reserved
291,7,368,2023-10-26,4,291,Expired
292,7,397,2024-08-04,7,292,Reserved
293,2,421,2024-12-08,5,293,Available
294,1,481,2024-05-26,4,294,Reserved
295,4,454,2024-11-30,10,295,Reserved
296,3,319,2023-04-30,5,296,Expired
297,5,381,2023-03-10,1,297,Available
298,1,309,2024-09-26,5,298,Expired
299,3,326,2024-09-30,2,299,Expired
300,6,396,2025-10-05,8,300,Reserved
301,2,480,2025-11-26,10,301,Expired
302,3,343,2024-07-15,7,302,Available
303,8,316,2025-07-13,2,303,Expired
304,2,483,2023-02-22,7,304,Reserved
305,6,352,2024-11-30,6,305,Expired
306,8,422,2023-05-27,4,306,Available
307,7,364,2025-04-24,3,307,Available
308,1,397,2024-08-10,4,308,Available
309,7,422,2023-04-23,4,309,Available
310,8,462,2023-02-12,8,310,Reserved
311,3,422,2024-06-13,4,311,Expired
312,4,450,2023-04-04,4,312,Available
313,4,476,2025-11-21,4,313,Expired
314,8,431,2025-06-07,10,314,Expired
315,8,478,2024-10-10,10,315,Available
316,3,478,2023-08-11,7,316,Expired
317,3,496,2024-03-17,9,317,Expired
318,8,430,2024-10-09,10,318,Expired
319,1,392,2024-03-08,7,319,Expired
320,7,484,2025-12-26,2,320,Reserved
321,2,447,2025-06-16,6,321,Available
322,2,500,2024-05-13,2,322,Reserved
323,2,388,2023-05-12,9,323,Reserved
324,7,450,2023-06-16,10,324,Reserved
325,3,372,2023-12-20,1,325,Expired
326,4,419,2024-03-15,2,326,Reserved
327,7,438,2023-08-27,7,327,Expired
328,8,393,2023-12-22,3,328,Reserved
329,4,318,2024-01-21,3,329,Available
330,2,487,2024-01-15,4,330,Available
331,3,456,2023-04-01,6,331,Reserved
332,8,450,2023-02-09,7,332,Expired
333,3,448,2024-05-13,2,333,Available
334,4,321,2024-04-30,3,334,Expired
335,5,456,2023-05-28,10,335,Expired
336,2,439,2025-07-15,2,336,Expired
337,3,365,2023-11-24,4,337,Reserved
338,4,478,2023-03-01,10,338,Reserved
339,5,349,2023-09-03,2,339,Available
340,6,482,2023-03-24,10,340,Reserved
341,8,378,2023-04-21,2,341,Reserved
342,2,405,2023-12-05,4,342,Available
343,2,307,2024-04-21,8,343,Available
344,6,367,2023-11-10,7,344,Expired
345,2,396,2025-07-06,3,345,Reserved
346,5,428,2023-01-20,3,346,Expired
347,6,348,2024-01-25,3,347,Available
348,8,335,2025-10-19,7,348,Available
349,5,456,2024-12-16,7,349,Reserved
350,2,491,2025-08-03,6,350,Reserved
351,2,367,2023-12-08,6,351,Available
352,5,334,2024-12-24,7,352,Expired
353,1,379,2024-02-12,6,353,Available
354,1,374,2024-03-24,6,354,Available
355,5,314,2023-05-09,1,355,Reserved
356,8,477,2024-10-27,2,356,Reserved
357,6,314,2024-08-12,3,357,Reserved
358,3,421,2023-07-12,7,358,Reserved
359,3,341,2025-10-15,6,359,Reserved
360,4,460,2025-09-01,10,360,Available
361,3,318,2023-10-01,8,361,Expired
362,1,485,2025-11-19,10,362,Available
363,1,412,2025-05-20,5,363,Available
364,7,334,2025-02-06,8,364,Reserved
365,7,477,2024-03-17,4,365,Reserved
366,4,379,2024-04-16,2,366,Expired
367,7,320,2024-08-03,3,367,Expired
368,4,401,2025-09-09,6,368,Reserved
369,8,373,2025-01-27,8,369,Expired
370,4,430,2025-05-12,8,370,Reserved
371,2,485,2024-03-26,6,371,Expired
372,6,441,2025-10-23,8,372,Available
373,3,326,2024-02-09,9,373,Expired
374,8,430,2023-02-05,8,374,Reserved
375,1,387,2025-03-17,6,375,Reserved
376,7,343,2023-01-16,6,376,Reserved
377,6,465,2023-06-06,10,377,Available
378,4,321,2025-04-20,3,378,Expired
379,5,318,2025-08-22,10,379,Expired
380,5,431,2024-04-13,3,380,Reserved
381,3,375,2025-05-13,8,381,Expired
382,1,459,2025-04-29,2,382,Expired
383,6,365,2024-02-05,8,383,Reserved
384,8,428,2023-07-05,8,384,Reserved
385,1,484,2023-02-28,3,385,Expired
386,1,438,2023-01-12,1,386,Expired
387,2,442,2023-11-15,10,387,Expired
388,8,470,2023-05-31,8,388,Expired
389,8,398,2023-04-11,8,389,Reserved
390,2,379,2024-04-18,1,390,Available
391,6,395,2024-05-06,5,391,Available
392,1,428,2025-09-15,7,392,Expired
393,3,484,2023-12-08,9,393,Reserved
394,6,328,2024-01-28,2,394,Reserved
395,2,364,2024-12-19,8,395,Reserved
396,8,388,2023-03-13,7,396,Available
397,1,351,2025-09-22,8,397,Expired
398,7,455,2023-06-22,9,398,Expired
399,5,352,2025-06-23,3,399,Available
400,6,340,2024-04-05,7,400,Expired
401,6,363,2025-01-23,8,401,Available
402,6,320,2023-02-17,6,402,Expired
403,8,316,2025-01-27,9,403,Reserved
404,3,491,2024-06-11,1,404,Available
405,8,309,2024-09-12,7,405,Reserved
406,5,355,2025-02-27,3,406,Expired
407,6,388,2023-11-30,10,407,Expired
408,1,367,2023-12-05,8,408,Available
409,8,423,2023-03-29,10,409,Available
410,3,396,2025-08-28,4,410,Reserved
411,3,431,2023-09-07,1,411,Available
412,1,484,2024-03-11,8,412,Reserved
413,4,452,2025-10-24,6,413,Available
414,5,305,2024-07-01,5,414,Reserved
415,7,319,2023-01-14,3,415,Reserved
416,8,330,2025-03-07,9,416,Available
417,3,433,2024-10-24,3,417,Expired
418,1,454,2024-09-23,9,418,Available
419,6,470,2024-10-05,4,419,Expired
420,1,472,2025-06-22,1,420,Reserved
421,5,493,2024-03-18,10,421,Available
422,7,364,2024-12-31,3,422,Available
423,2,458,2024-05-29,2,423,Available
424,6,375,2023-04-15,3,424,Available
425,3,400,2024-07-29,1,425,Reserved
426,1,449,2023-06-23,4,426,Reserved
427,8,468,2023-10-30,8,427,Available
428,8,350,2024-09-25,7,428,Reserved
429,6,498,2025-03-19,3,429,Available
430,8,396,2025-06-28,3,430,Reserved
431,4,429,2025-08-20,10,431,Expired
432,5,382,2023-05-30,4,432,Available
433,8,311,2023-12-06,9,433,Available
434,1,318,2023-01-31,1,434,Reserved
435,6,418,2023-12-23,3,435,Reserved
436,3,451,2024-09-11,7,436,Expired
437,2,315,2023-06-19,5,437,Reserved
438,1,346,2024-05-24,10,438,Reserved
439,2,384,2024-07-31,6,439,Available
440,1,335,2025-09-19,3,440,Expired
441,4,389,2025-12-24,5,441,Reserved
442,3,342,2025-05-05,9,442,Expired
443,1,436,2023-09-20,8,443,Expired
444,3,496,2025-10-25,1,444,Available
445,3,339,2025-03-13,2,445,Expired
446,5,473,2024-01-09,4,446,Available
447,5,429,2024-08-28,5,447,Available
448,4,454,2024-11-11,10,448,Available
449,5,369,2024-09-25,4,449,Reserved
450,5,312,2025-06-01,10,450,Expired
451,7,421,2025-04-08,7,451,Available
452,8,327,2023-09-08,4,452,Expired
453,2,460,2024-02-02,5,453,Reserved
454,3,437,2025-08-23,6,454,Expired
455,6,455,2025-04-12,8,455,Expired
456,5,325,2024-09-12,10,456,Available
457,3,482,2024-11-21,9,457,Expired
458,3,355,2025-12-05,2,458,Reserved
459,7,453,2025-08-22,9,459,Expired
460,4,477,2025-07-19,1,460,Reserved
461,4,424,2025-06-15,8,461,Available
462,1,495,2024-10-19,3,462,Reserved
463,2,440,2024-05-06,2,463,Reserved
464,8,421,2024-11-27,9,464,Expired
465,2,333,2025-03-10,3,465,Available
466,8,416,2024-12-05,8,466,Available
467,4,332,2024-11-27,8,467,Reserved
468,8,453,2025-05-22,1,468,Available
469,7,482,2025-01-14,1,469,Reserved
470,8,496,2023-11-06,10,470,Reserved
471,7,429,2024-08-12,10,471,Expired
472,8,300,2025-06-08,1,472,Reserved
473,8,374,2024-01-08,9,473,Available
474,4,316,2023-09-07,5,474,Expired
475,7,404,2024-08-04,2,475,Available
476,8,499,2025-11-15,8,476,Reserved
477,7,339,2023-02-01,5,477,Expired
478,5,311,2024-08-27,10,478,Expired
479,5,305,2025-12-19,7,479,Available
480,1,401,2024-01-01,1,480,Reserved
481,3,494,2024-08-17,1,481,Available
482,2,345,2023-08-28,10,482,Reserved
483,6,317,2025-09-04,2,483,Available
484,6,333,2023-03-02,8,484,Available
485,1,444,2023-02-12,10,485,Expired
486,6,300,2024-06-28,4,486,Expired
487,6,367,2023-05-13,10,487,Reserved
488,7,444,2025-02-10,2,488,Expired
489,1,363,2024-01-24,2,489,Reserved
490,3,498,2025-11-03,6,490,Reserved
491,1,301,2024-04-12,2,491,Expired
492,5,410,2025-05-24,1,492,Available
493,1,445,2023-03-27,7,493,Reserved
494,1,419,2025-03-08,2,494,Available
495,7,477,2023-02-04,8,495,Available
496,6,316,2025-07-09,1,496,Available
497,8,481,2023-09-29,1,497,Available
498,2,449,2025-09-10,9,498,Expired
499,2,445,2023-12-16,1,499,Reserved
500,5,386,2024-04-22,6,500,Reserved
501,5,356,2023-01-06,9,501,Available
502,6,411,2023-04-02,6,502,Available
503,4,300,2025-04-02,9,503,Reserved
504,5,490,2024-12-19,1,504,Available
505,1,401,2023-07-11,4,505,Reserved
506,7,345,2024-09-27,3,506,Reserved
507,5,305,2024-03-14,5,507,Expired
508,2,497,2023-04-11,8,508,Available
509,6,443,2024-01-25,10,509,Expired
510,3,423,2023-06-18,1,510,Expired
511,3,493,2024-02-26,10,511,Available
512,3,476,2024-04-21,3,512,Available
513,6,341,2025-03-11,9,513,Reserved
514,5,457,2025-03-17,9,514,Available
515,1,351,2025-12-01,8,515,Available
516,3,494,2025-01-15,3,516,Expired
517,5,414,2024-09-17,9,517,Available
518,3,353,2024-09-07,1,518,Reserved
519,3,366,2024-02-09,8,519,Expired
520,2,391,2023-04-13,9,520,Expired
521,2,388,2024-09-18,10,521,Expired
522,6,342,2024-03-17,8,522,Expired
523,6,429,2024-03-11,3,523,Expired
524,8,455,2023-12-07,7,524,Expired
525,4,342,2023-10-09,1,525,Expired
526,3,388,2024-07-25,7,526,Expired
527,4,397,2025-08-11,8,527,Expired
528,5,486,2025-02-06,7,528,Reserved
529,5,400,2024-11-24,4,529,Expired
530,7,466,2023-07-01,3,530,Available
531,2,301,2023-08-14,10,531,Reserved
532,5,337,2024-10-26,8,532,Expired
533,5,432,2023-10-24,9,533,Expired
534,4,437,2024-08-13,6,534,Available
535,3,475,2024-05-04,7,535,Expired
536,7,411,2023-09-13,6,536,Available
537,1,314,2024-01-09,6,537,Reserved
538,5,310,2025-02-26,1,538,Reserved
539,3,419,2025-12-29,3,539,Reserved
540,3,479,2023-09-23,3,540,Available
541,7,336,2024-09-02,6,541,Available
542,1,358,2024-02-02,6,542,Reserved
543,2,342,2024-05-08,10,543,Available
544,3,384,2023-11-06,5,544,Expired
545,1,441,2023-01-11,4,545,Expired
546,2,314,2023-05-07,9,546,Expired
547,7,420,2024-11-06,6,547,Available
548,1,469,2025-01-18,9,548,Available
549,3,448,2024-02-11,2,549,Available
550,8,342,2025-05-07,7,550,Available
551,2,438,2024-05-23,10,551,Available
552,8,432,2025-06-17,5,552,Expired
553,5,490,2024-12-19,8,553,Expired
554,1,374,2024-10-29,1,554,Available
555,1,469,2023-02-14,10,555,Expired
556,4,489,2023-07-21,5,556,Expired
557,3,396,2023-05-27,10,557,Expired
558,3,375,2024-08-04,4,558,Expired
559,6,387,2025-03-23,9,559,Expired
560,6,325,2024-07-25,6,560,Expired
561,1,477,2025-05-12,2,561,Reserved
562,4,353,2025-10-04,9,562,Expired
563,4,406,2024-08-30,7,563,Reserved
564,5,476,2024-07-25,3,564,Available
565,1,322,2024-03-17,5,565,Available
566,5,331,2025-03-06,9,566,Expired
567,7,354,2025-08-04,5,567,Reserved
568,4,401,2024-01-14,9,568,Available
569,8,394,2024-10-29,4,569,Reserved
570,4,344,2023-11-04,7,570,Expired
571,2,357,2023-11-24,10,571,Reserved
572,4,425,2024-01-03,7,572,Available
573,3,388,2023-05-21,1,573,Available
574,3,368,2024-06-30,4,574,Reserved
575,5,452,2024-10-18,7,575,Reserved
576,2,340,2025-05-25,7,576,Available
577,5,477,2023-09-03,2,577,Available
578,5,310,2023-06-28,1,578,Reserved
579,2,382,2025-12-09,8,579,Expired
580,1,361,2025-04-20,4,580,Available
581,5,413,2024-06-30,2,581,Available
582,3,334,2023-08-15,1,582,Expired
583,3,423,2023-04-08,4,583,Available
584,7,353,2024-08-04,4,584,Expired
585,2,383,2025-03-28,3,585,Reserved
586,4,499,2025-06-04,7,586,Expired
587,6,500,2024-02-01,9,587,Expired
588,5,496,2025-04-06,3,588,Available
589,6,471,2023-07-13,6,589,Expired
590,8,386,2024-09-11,7,590,Available
591,2,405,2024-05-29,5,591,Available
592,2,405,2023-01-28,7,592,Expired
593,3,471,2023-05-01,1,593,Expired
594,8,448,2025-12-09,9,594,Available
595,2,466,2024-02-10,6,595,Available
596,4,473,2024-07-31,3,596,Expired
597,7,480,2024-07-14,10,597,Reserved
598,8,420,2024-08-04,8,598,Available
599,2,302,2023-05-07,8,599,Available
600,7,364,2024-10-24,1,600,Reserved
601,7,446,2023-03-20,4,601,Expired
602,4,331,2023-01-23,8,602,Reserved
603,8,340,2025-09-13,8,603,Expired
604,7,337,2023-08-02,1,604,Reserved
605,6,324,2024-09-30,3,605,Available
606,6,355,2025-05-14,1,606,Available
607,8,315,2025-11-14,10,607,Reserved
608,2,430,2025-01-05,6,608,Expired
609,3,375,2024-12-13,7,609,Expired
610,1,468,2023-03-07,2,610,Reserved
611,1,462,2025-10-08,3,611,Available
612,2,460,2024-06-20,4,612,Reserved
613,3,480,2024-07-06,3,613,Available
614,6,433,2023-04-23,9,614,Expired
615,5,375,2025-06-12,8,615,Reserved
616,2,472,2023-03-10,6,616,Reserved
617,1,484,2024-01-09,2,617,Reserved
618,8,359,2025-03-29,6,618,Expired
619,1,376,2024-10-31,2,619,Available
620,8,497,2024-06-11,8,620,Expired
621,4,466,2024-02-01,6,621,Available
622,8,404,2023-06-10,1,622,Reserved
623,2,485,2023-01-21,9,623,Available
624,4,429,2023-10-15,1,624,Available
625,3,406,2024-12-06,4,625,Reserved
626,7,455,2023-08-30,3,626,Reserved
627,8,417,2025-05-27,6,627,Expired
628,4,396,2024-09-08,4,628,Available
629,6,383,2025-06-23,4,629,Expired
630,5,445,2024-11-18,6,630,Expired
631,1,496,2024-12-07,4,631,Available
632,5,312,2025-04-12,2,632,Expired
633,5,317,2023-03-02,5,633,Expired
634,8,394,2024-02-26,10,634,Available
635,1,384,2025-06-26,4,635,Expired
636,3,352,2024-08-29,7,636,Reserved
637,5,460,2024-09-26,10,637,Reserved
638,7,353,2024-04-06,6,638,Expired
639,3,406,2024-01-07,10,639,Available
640,1,363,2024-03-07,9,640,Available
641,3,499,2025-02-23,7,641,Reserved
642,8,487,2023-10-31,9,642,Reserved
643,8,417,2025-11-03,2,643,Reserved
644,6,372,2023-07-26,2,644,Expired
645,2,427,2024-07-24,8,645,Expired
646,8,409,2023-05-28,9,646,Expired
647,1,496,2024-06-09,4,647,Reserved
648,2,342,2023-01-01,4,648,Reserved
649,6,374,2024-05-28,9,649,Available
650,7,392,2025-11-14,5,650,Available
651,2,432,2023-06-06,1,651,Available
652,4,309,2024-10-29,7,652,Available
653,3,327,2023-10-09,10,653,Reserved
654,3,330,2024-02-08,7,654,Expired
655,5,388,2025-08-30,4,655,Expired
656,7,385,2023-02-16,6,656,Reserved
657,7,462,2024-08-30,9,657,Expired
658,5,392,2024-11-29,3,658,Reserved
659,7,462,2023-01-24,2,659,Expired
660,6,319,2025-09-03,8,660,Available
661,2,375,2025-10-13,3,661,Expired
662,6,495,2025-05-26,3,662,Reserved
663,4,357,2023-09-28,10,663,Expired
